Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
May 12, 2020;1:45 AM;1,178;512;1,040;2,867;0;42;1,295;1,067;593;1,204;8;306
May 12, 2020;2:00 AM;1,180;518;1,044;2,818;0;42;1,295;1,044;591;1,175;18;307
May 12, 2020;2:15 AM;1,183;514;1,004;2,792;0;42;1,296;1,045;588;1,181;7;307
May 12, 2020;2:30 AM;1,182;523;912;2,736;0;42;1,295;1,054;593;1,183;14;307
May 12, 2020;2:45 AM;1,181;522;907;2,683;0;42;1,295;1,046;593;1,185;12;306
May 12, 2020;3:00 AM;1,183;526;907;2,655;0;42;1,295;1,040;621;1,221;26;303
May 12, 2020;3:15 AM;1,186;529;856;2,628;0;42;1,294;1,052;623;1,215;34;302
May 12, 2020;3:30 AM;1,186;524;817;2,624;0;42;1,294;1,043;627;1,212;10;303
May 12, 2020;3:45 AM;1,180;537;728;2,614;0;42;1,294;1,043;623;1,217;14;303
May 12, 2020;4:00 AM;1,183;541;738;2,570;0;42;1,294;1,054;621;1,202;14;304
May 12, 2020;4:15 AM;1,185;529;700;2,515;0;42;1,295;1,057;627;1,238;54;305
May 12, 2020;4:30 AM;1,183;522;697;2,420;0;42;1,295;1,084;634;1,235;40;304
May 12, 2020;4:45 AM;1,185;530;740;2,330;0;42;1,294;1,161;641;1,237;79;304
May 12, 2020;5:00 AM;1,185;516;721;2,271;2;42;1,295;1,246;640;1,284;54;304
May 12, 2020;5:15 AM;1,181;521;694;2,260;5;42;1,295;1,301;647;1,303;73;304
May 12, 2020;5:30 AM;1,179;519;662;2,261;21;42;1,295;1,361;655;1,322;65;304
May 12, 2020;5:45 AM;1,179;540;622;2,262;56;42;1,295;1,421;646;1,319;154;305
May 12, 2020;6:00 AM;1,183;536;650;2,184;136;42;1,280;1,528;576;1,399;401;303
May 12, 2020;6:15 AM;1,180;554;676;2,032;277;42;1,275;1,599;582;1,433;452;304
May 12, 2020;6:30 AM;1,179;515;643;1,941;472;42;1,283;1,630;583;1,485;666;306
May 12, 2020;6:45 AM;1,182;505;671;1,845;720;42;1,308;1,633;591;1,533;757;303
May 12, 2020;7:00 AM;1,186;545;810;1,704;1,011;42;1,328;1,647;589;1,626;1,048;301
May 12, 2020;7:15 AM;1,190;573;786;1,576;1,354;42;1,332;1,663;594;1,627;1,085;303
May 12, 2020;7:30 AM;1,185;562;774;1,415;1,737;42;1,332;1,667;595;1,651;1,027;300
May 12, 2020;7:45 AM;1,180;555;770;1,257;2,154;42;1,330;1,676;595;1,649;960;298
May 12, 2020;8:00 AM;1,178;558;801;1,126;2,609;42;1,326;1,670;588;1,689;1,001;310
May 12, 2020;8:15 AM;1,181;533;831;1,138;3,091;42;1,325;1,663;591;1,692;610;311
May 12, 2020;8:30 AM;1,178;538;927;1,210;3,557;42;1,315;1,643;606;1,684;389;310
May 12, 2020;8:45 AM;1,180;511;1,019;1,275;4,036;42;1,317;1,627;604;1,682;155;310
May 12, 2020;9:00 AM;1,186;570;1,010;1,388;4,459;42;1,317;1,656;604;1,651;385;310
May 12, 2020;9:15 AM;1,183;556;1,025;1,471;4,788;42;1,301;1,637;602;1,653;269;311
May 12, 2020;9:30 AM;1,182;533;1,144;1,568;5,029;42;1,292;1,631;603;1,650;203;309
May 12, 2020;9:45 AM;1,177;527;1,199;1,696;5,238;42;1,292;1,558;602;1,662;93;309
May 12, 2020;10:00 AM;1,179;531;1,213;1,860;5,379;42;1,295;1,456;601;1,633;114;310
May 12, 2020;10:15 AM;1,175;525;1,280;1,933;5,495;42;1,295;1,378;599;1,632;83;311
May 12, 2020;10:30 AM;1,175;529;1,310;1,989;5,571;42;1,295;1,347;601;1,637;142;308
May 12, 2020;10:45 AM;1,175;541;1,308;2,011;5,647;42;1,298;1,340;602;1,631;125;306
May 12, 2020;11:00 AM;1,177;520;1,310;2,218;5,708;40;1,306;1,317;600;1,590;42;305
May 12, 2020;11:15 AM;1,181;537;1,276;2,343;5,759;40;1,309;1,308;597;1,588;95;306
May 12, 2020;11:30 AM;1,182;555;1,149;2,374;5,771;40;1,309;1,309;594;1,588;178;306
May 12, 2020;11:45 AM;1,183;547;1,084;2,487;5,813;40;1,309;1,291;592;1,586;165;302
May 12, 2020;12:00 PM;1,182;560;1,061;2,560;5,793;40;1,308;1,248;592;1,556;189;304
May 12, 2020;12:15 PM;1,183;517;1,075;2,592;5,864;40;1,304;1,207;587;1,570;49;304
May 12, 2020;12:30 PM;1,184;527;1,021;2,710;5,886;40;1,302;1,189;587;1,563;53;306
May 12, 2020;12:45 PM;1,183;515;997;2,759;5,945;40;1,295;1,190;590;1,552;68;304
May 12, 2020;1:00 PM;1,186;538;967;2,868;5,896;40;1,285;1,141;598;1,481;63;306
May 12, 2020;1:15 PM;1,186;551;1,014;2,893;5,945;40;1,289;1,117;595;1,483;17;303
May 12, 2020;1:30 PM;1,185;545;1,075;2,922;5,900;40;1,281;1,110;590;1,476;12;305
May 12, 2020;1:45 PM;1,188;531;1,149;2,880;5,866;40;1,270;1,114;636;1,450;3;305
May 12, 2020;2:00 PM;1,188;544;1,096;2,883;5,860;40;1,269;1,090;637;1,449;1;306
May 12, 2020;2:15 PM;1,189;549;1,045;2,871;5,759;40;1,282;1,073;624;1,473;1;308
May 12, 2020;2:30 PM;1,192;556;1,022;2,867;5,594;40;1,289;1,083;629;1,454;1;307
May 12, 2020;2:45 PM;1,196;552;950;2,898;5,523;40;1,292;1,077;634;1,478;1;306
May 12, 2020;3:00 PM;1,197;557;872;2,904;5,392;40;1,299;1,114;639;1,520;1;303
May 12, 2020;3:15 PM;1,197;548;844;2,876;5,207;40;1,301;1,112;637;1,543;35;303
May 12, 2020;3:30 PM;1,201;538;836;2,892;4,995;40;1,301;1,109;636;1,583;13;308
May 12, 2020;3:45 PM;1,196;543;834;2,916;4,806;40;1,302;1,120;634;1,612;66;306
May 12, 2020;4:00 PM;1,198;516;818;2,898;4,574;41;1,298;1,114;623;1,634;30;304
May 12, 2020;4:15 PM;1,192;528;773;2,845;4,289;42;1,291;1,121;621;1,607;98;311
May 12, 2020;4:30 PM;1,190;547;746;2,867;4,026;42;1,294;1,139;632;1,625;104;312
May 12, 2020;4:45 PM;1,191;519;754;2,821;3,717;42;1,297;1,137;649;1,686;127;314
May 12, 2020;5:00 PM;1,193;510;736;2,758;3,357;42;1,297;1,136;636;1,786;90;313
May 12, 2020;5:15 PM;1,193;516;727;2,757;3,057;42;1,297;1,207;636;1,814;128;309
May 12, 2020;5:30 PM;1,191;516;682;2,746;2,704;42;1,298;1,329;638;1,836;166;313
May 12, 2020;5:45 PM;1,192;519;699;2,605;2,358;42;1,303;1,490;622;1,864;222;315
May 12, 2020;6:00 PM;1,188;510;748;2,518;2,041;42;1,298;1,656;637;1,917;71;315
May 12, 2020;6:15 PM;1,191;535;758;2,474;1,743;42;1,315;1,806;652;1,938;53;315
May 12, 2020;6:30 PM;1,188;550;707;2,443;1,446;42;1,325;1,889;666;2,079;104;314
May 12, 2020;6:45 PM;1,190;516;718;2,318;1,181;42;1,325;1,933;678;2,124;323;314
May 12, 2020;7:00 PM;1,192;525;640;2,225;949;42;1,324;1,962;672;2,116;381;312
May 12, 2020;7:15 PM;1,187;555;637;2,076;734;42;1,323;1,985;676;2,103;585;313
May 12, 2020;7:30 PM;1,184;565;571;1,973;552;42;1,329;2,033;676;2,135;750;311
May 12, 2020;7:45 PM;1,185;569;477;1,826;379;42;1,330;2,089;686;2,141;1,020;312
May 12, 2020;8:00 PM;1,189;518;506;1,846;237;42;1,329;2,110;706;2,150;1,108;313
May 12, 2020;8:15 PM;1,188;522;528;1,721;121;42;1,329;2,144;722;2,157;1,098;309
May 12, 2020;8:30 PM;1,187;566;462;1,592;44;42;1,329;2,150;726;2,172;1,076;309
May 12, 2020;8:45 PM;1,185;562;439;1,418;10;42;1,329;2,160;731;2,170;1,163;312
May 12, 2020;9:00 PM;1,187;554;440;1,320;2;42;1,329;2,174;769;2,173;1,111;312
May 12, 2020;9:15 PM;1,185;521;444;1,254;0;42;1,329;2,226;777;2,171;1,001;311
May 12, 2020;9:30 PM;1,187;507;467;1,252;0;42;1,329;2,272;756;2,167;871;313
May 12, 2020;9:45 PM;1,183;502;447;1,265;0;42;1,329;2,290;767;2,151;776;313
May 12, 2020;10:00 PM;1,181;536;378;1,251;0;42;1,330;2,276;760;2,084;575;313
May 12, 2020;10:15 PM;1,179;512;418;1,227;0;42;1,329;2,261;780;2,063;430;313
May 12, 2020;10:30 PM;1,181;529;462;1,216;0;42;1,329;2,233;780;2,049;348;312
May 12, 2020;10:45 PM;1,182;510;436;1,217;0;42;1,329;2,219;778;2,028;321;314
May 12, 2020;11:00 PM;1,184;534;415;1,205;0;42;1,315;2,175;760;2,014;179;316
May 12, 2020;11:15 PM;1,182;511;409;1,228;0;42;1,314;2,143;753;1,997;82;316
May 12, 2020;11:30 PM;1,182;516;420;1,276;0;42;1,311;2,135;752;1,939;63;316
May 12, 2020;11:45 PM;1,187;512;428;1,307;0;42;1,304;2,107;740;1,897;56;316
May 13, 2020;12:00 AM;1,186;531;507;1,285;0;42;1,294;2,048;719;1,920;16;316
May 13, 2020;12:15 AM;1,185;524;505;1,252;0;42;1,293;2,004;722;1,926;21;316
May 13, 2020;12:30 AM;1,185;516;503;1,290;0;42;1,293;1,989;719;1,902;10;314
May 13, 2020;12:45 AM;1,189;505;540;1,347;0;42;1,292;1,970;716;1,888;6;314
May 13, 2020;1:00 AM;1,189;517;528;1,361;0;42;1,291;1,933;717;1,899;13;316
May 13, 2020;1:15 AM;1,186;505;588;1,350;0;42;1,290;1,878;716;1,911;3;316
May 13, 2020;1:30 AM;1,187;505;603;1,291;0;42;1,285;1,848;713;1,891;3;315
May 13, 2020;1:45 AM;1,189;507;586;1,294;0;42;1,285;1,674;706;1,880;3;314
May 13, 2020;2:00 AM;1,189;513;614;1,291;0;42;1,291;1,579;699;1,889;10;315
May 13, 2020;2:15 AM;1,193;511;593;1,290;0;42;1,293;1,593;701;1,912;5;315
May 13, 2020;2:30 AM;1,191;507;616;1,284;0;42;1,293;1,612;699;1,912;5;314
May 13, 2020;2:45 AM;1,193;507;591;1,266;0;42;1,293;1,593;702;1,895;11;313
May 13, 2020;3:00 AM;1,195;508;604;1,301;0;42;1,293;1,583;701;1,926;24;315
May 13, 2020;3:15 AM;1,194;508;566;1,324;0;42;1,293;1,592;699;1,913;23;313
May 13, 2020;3:30 AM;1,193;509;503;1,302;0;42;1,293;1,596;704;1,917;24;311
May 13, 2020;3:45 AM;1,193;506;501;1,262;0;42;1,293;1,589;699;1,921;22;313
May 13, 2020;4:00 AM;1,193;504;512;1,288;0;42;1,292;1,584;694;1,889;5;311
May 13, 2020;4:15 AM;1,194;511;591;1,299;0;42;1,285;1,610;701;1,893;4;312
May 13, 2020;4:30 AM;1,192;504;678;1,306;0;42;1,276;1,620;704;1,884;5;313
May 13, 2020;4:45 AM;1,192;511;678;1,273;0;42;1,252;1,651;705;1,870;13;312
May 13, 2020;5:00 AM;1,189;513;607;1,327;1;42;1,236;1,709;713;1,917;23;314
May 13, 2020;5:15 AM;1,188;514;548;1,308;5;42;1,252;1,740;716;1,962;25;315
May 13, 2020;5:30 AM;1,187;515;520;1,285;18;42;1,286;1,739;727;2,001;14;315
May 13, 2020;5:45 AM;1,183;538;559;1,254;53;42;1,309;1,780;735;2,046;84;315
May 13, 2020;6:00 AM;1,183;510;594;1,220;132;42;1,305;1,872;691;2,112;489;320
May 13, 2020;6:15 AM;1,184;508;654;1,157;261;42;1,322;1,980;705;2,177;575;319
May 13, 2020;6:30 AM;1,185;515;638;1,111;422;42;1,325;2,060;713;2,223;638;316
May 13, 2020;6:45 AM;1,188;539;603;1,099;611;42;1,324;2,104;731;2,257;647;315
May 13, 2020;7:00 AM;1,188;530;622;1,024;836;42;1,313;2,182;739;2,285;630;314
May 13, 2020;7:15 AM;1,184;530;663;875;1,095;42;1,312;2,236;744;2,293;621;313
May 13, 2020;7:30 AM;1,178;534;682;782;1,401;42;1,315;2,250;749;2,301;625;314
May 13, 2020;7:45 AM;1,183;548;749;701;1,746;42;1,319;2,243;749;2,277;692;312
May 13, 2020;8:00 AM;1,186;555;812;618;2,110;42;1,308;2,256;752;2,275;735;303
May 13, 2020;8:15 AM;1,188;559;845;557;2,485;42;1,306;2,255;747;2,226;685;298
May 13, 2020;8:30 AM;1,187;559;823;524;2,849;42;1,305;2,262;751;2,218;565;296
May 13, 2020;8:45 AM;1,186;533;769;523;3,223;42;1,288;2,275;753;2,165;463;296
May 13, 2020;9:00 AM;1,182;573;692;556;3,600;42;1,284;2,269;748;2,081;369;298
May 13, 2020;9:15 AM;1,182;539;679;597;3,959;42;1,283;2,263;748;2,087;335;295
May 13, 2020;9:30 AM;1,182;538;666;623;4,223;42;1,280;2,271;743;2,123;230;295
May 13, 2020;9:45 AM;1,181;533;646;651;4,450;42;1,275;2,260;746;2,145;162;297
May 13, 2020;10:00 AM;1,183;589;609;680;4,650;42;1,276;2,273;755;2,192;264;300
May 13, 2020;10:15 AM;1,183;582;592;693;4,803;42;1,273;2,284;771;2,216;221;299
May 13, 2020;10:30 AM;1,180;576;573;664;4,885;42;1,282;2,279;693;2,222;258;296
May 13, 2020;10:45 AM;1,182;575;590;676;4,915;42;1,299;2,282;681;2,212;267;296
May 13, 2020;11:00 AM;1,181;558;547;662;4,915;42;1,299;2,276;669;2,188;144;298
May 13, 2020;11:15 AM;1,181;593;507;645;4,825;42;1,306;2,280;656;2,204;427;298
May 13, 2020;11:30 AM;1,181;579;522;631;4,660;42;1,317;2,311;656;2,260;629;299
May 13, 2020;11:45 AM;1,179;579;538;620;4,492;42;1,322;2,323;662;2,264;791;351
May 13, 2020;12:00 PM;1,178;540;529;628;4,353;42;1,329;2,336;680;2,252;882;355
May 13, 2020;12:15 PM;1,178;535;496;602;4,220;42;1,328;2,343;691;2,252;773;354
May 13, 2020;12:30 PM;1,182;530;473;594;4,100;42;1,328;2,341;707;2,276;884;355
May 13, 2020;12:45 PM;1,181;549;481;607;3,985;42;1,328;2,338;708;2,288;704;307
May 13, 2020;1:00 PM;1,180;552;481;595;3,870;41;1,328;2,352;713;2,279;668;292
May 13, 2020;1:15 PM;1,180;543;482;604;3,738;41;1,328;2,343;710;2,278;595;295
May 13, 2020;1:30 PM;1,183;534;495;603;3,678;41;1,329;2,343;709;2,270;516;294
May 13, 2020;1:45 PM;1,184;510;504;619;3,605;41;1,328;2,336;761;2,241;355;293
May 13, 2020;2:00 PM;1,182;525;504;670;3,540;41;1,314;2,331;770;2,163;196;292
May 13, 2020;2:15 PM;1,184;522;515;689;3,477;41;1,310;2,324;769;2,142;189;293
May 13, 2020;2:30 PM;1,189;521;500;748;3,388;41;1,311;2,330;768;2,140;177;295
May 13, 2020;2:45 PM;1,193;512;505;815;3,244;41;1,312;2,329;767;2,142;168;295
May 13, 2020;3:00 PM;1,196;543;520;868;3,085;41;1,312;2,343;767;2,166;143;294
May 13, 2020;3:15 PM;1,190;548;523;898;2,911;41;1,313;2,344;767;2,180;154;294
May 13, 2020;3:30 PM;1,192;557;539;966;2,756;41;1,313;2,340;760;2,183;164;294
May 13, 2020;3:45 PM;1,198;533;570;1,014;2,603;41;1,311;2,348;766;2,167;154;302
May 13, 2020;4:00 PM;1,195;553;611;1,091;2,393;40;1,325;2,348;766;2,173;292;307
May 13, 2020;4:15 PM;1,192;533;616;1,158;2,209;40;1,327;2,353;767;2,178;309;308
May 13, 2020;4:30 PM;1,194;528;623;1,236;2,026;40;1,320;2,353;767;2,177;293;305
May 13, 2020;4:45 PM;1,193;534;629;1,267;1,838;40;1,324;2,353;764;2,170;332;308
May 13, 2020;5:00 PM;1,195;520;660;1,310;1,652;40;1,322;2,353;780;2,163;179;311
May 13, 2020;5:15 PM;1,194;573;696;1,344;1,492;40;1,327;2,357;782;2,176;195;311
May 13, 2020;5:30 PM;1,198;582;712;1,404;1,368;40;1,327;2,350;784;2,184;353;311
May 13, 2020;5:45 PM;1,198;567;741;1,445;1,225;40;1,326;2,356;783;2,208;435;309
May 13, 2020;6:00 PM;1,197;553;767;1,467;1,110;40;1,324;2,368;780;2,202;551;304
May 13, 2020;6:15 PM;1,201;561;804;1,477;976;40;1,323;2,372;782;2,202;669;306
May 13, 2020;6:30 PM;1,203;562;827;1,520;858;40;1,325;2,372;782;2,211;723;308
May 13, 2020;6:45 PM;1,203;555;832;1,496;729;40;1,323;2,368;783;2,220;840;307
May 13, 2020;7:00 PM;1,202;559;832;1,468;598;40;1,326;2,359;786;2,253;961;308
May 13, 2020;7:15 PM;1,200;562;835;1,445;479;40;1,329;2,359;786;2,267;1,007;307
May 13, 2020;7:30 PM;1,198;551;857;1,433;358;40;1,329;2,365;784;2,279;986;307
May 13, 2020;7:45 PM;1,196;549;858;1,412;256;40;1,327;2,372;780;2,285;989;308
May 13, 2020;8:00 PM;1,198;555;828;1,447;169;40;1,320;2,372;770;2,284;908;308
May 13, 2020;8:15 PM;1,197;539;786;1,498;98;40;1,324;2,368;763;2,287;867;308
May 13, 2020;8:30 PM;1,196;529;765;1,543;44;40;1,325;2,367;759;2,285;778;307
May 13, 2020;8:45 PM;1,196;531;755;1,635;14;40;1,321;2,371;752;2,262;618;304
May 13, 2020;9:00 PM;1,198;556;768;1,734;3;40;1,321;2,361;756;2,223;612;306
May 13, 2020;9:15 PM;1,197;550;768;1,811;1;39;1,313;2,353;754;2,179;490;305
May 13, 2020;9:30 PM;1,196;547;741;1,839;0;40;1,312;2,343;752;2,158;431;304
May 13, 2020;9:45 PM;1,191;511;711;1,931;0;40;1,315;2,338;746;2,163;268;308
May 13, 2020;10:00 PM;1,185;530;727;1,942;0;40;1,319;2,340;733;2,177;248;304
May 13, 2020;10:15 PM;1,183;516;723;1,975;0;40;1,319;2,332;745;2,150;180;310
May 13, 2020;10:30 PM;1,182;512;709;2,003;0;40;1,320;2,324;743;2,148;118;306
May 13, 2020;10:45 PM;1,179;501;708;2,027;0;40;1,322;2,198;757;2,123;36;308
May 13, 2020;11:00 PM;1,183;547;685;2,074;0;39;1,305;1,971;740;2,040;76;310
May 13, 2020;11:15 PM;1,183;513;661;2,087;0;39;1,289;1,809;744;2,020;33;309
May 13, 2020;11:30 PM;1,182;501;692;2,100;0;39;1,288;1,781;744;2,019;17;309
May 13, 2020;11:45 PM;1,185;510;678;2,114;0;39;1,288;1,766;736;1,990;22;309
May 14, 2020;12:00 AM;1,182;549;659;2,128;0;39;1,288;1,750;706;1,932;21;310
May 14, 2020;12:15 AM;1,183;542;641;2,133;0;38;1,289;1,737;689;1,944;51;307
May 14, 2020;12:30 AM;1,180;540;640;2,165;0;40;1,289;1,712;678;1,948;42;313
May 14, 2020;12:45 AM;1,184;542;624;2,195;0;40;1,289;1,623;660;1,941;32;313
May 14, 2020;1:00 AM;1,185;535;627;2,199;0;40;1,289;1,460;663;1,940;12;312
May 14, 2020;1:15 AM;1,183;522;633;2,235;0;40;1,289;1,349;663;1,936;10;313
May 14, 2020;1:30 AM;1,177;513;647;2,254;0;40;1,285;1,324;660;1,920;15;316
May 14, 2020;1:45 AM;1,176;519;664;2,253;0;40;1,268;1,318;659;1,880;33;317
May 14, 2020;2:00 AM;1,179;541;620;2,264;0;40;1,277;1,316;658;1,830;41;315
May 14, 2020;2:15 AM;1,178;543;584;2,286;0;40;1,289;1,316;654;1,821;43;315
May 14, 2020;2:30 AM;1,187;547;543;2,286;0;40;1,290;1,319;660;1,817;39;313
May 14, 2020;2:45 AM;1,190;537;552;2,303;0;41;1,288;1,317;662;1,822;4;317
May 14, 2020;3:00 AM;1,192;532;615;2,336;0;42;1,288;1,318;659;1,890;4;313
May 14, 2020;3:15 AM;1,193;544;604;2,313;0;42;1,290;1,315;655;1,889;4;314
May 14, 2020;3:30 AM;1,187;541;616;2,266;0;42;1,290;1,313;656;1,887;4;315
May 14, 2020;3:45 AM;1,184;539;640;2,234;0;42;1,289;1,329;654;1,869;4;318
May 14, 2020;4:00 AM;1,187;525;645;2,210;0;42;1,288;1,360;651;1,855;4;314
May 14, 2020;4:15 AM;1,189;522;634;2,206;0;42;1,289;1,369;654;1,827;18;312
May 14, 2020;4:30 AM;1,188;527;587;2,195;0;42;1,290;1,374;656;1,848;47;315
May 14, 2020;4:45 AM;1,185;540;518;2,171;0;42;1,292;1,401;659;1,893;62;317
May 14, 2020;5:00 AM;1,185;523;516;2,147;1;42;1,290;1,526;662;1,953;42;320
May 14, 2020;5:15 AM;1,187;520;561;2,125;5;42;1,288;1,639;665;1,967;39;319
May 14, 2020;5:30 AM;1,188;524;582;2,092;21;42;1,290;1,728;666;1,964;32;322
May 14, 2020;5:45 AM;1,185;526;564;2,023;50;42;1,292;1,924;661;1,964;37;323
May 14, 2020;6:00 AM;1,184;527;555;1,948;114;42;1,306;2,107;644;2,043;218;320
May 14, 2020;6:15 AM;1,190;539;539;1,867;226;42;1,311;2,202;652;2,055;306;319
May 14, 2020;6:30 AM;1,189;538;508;1,826;365;42;1,311;2,257;605;2,063;518;319
May 14, 2020;6:45 AM;1,186;526;483;1,708;540;42;1,313;2,305;627;2,079;553;321
May 14, 2020;7:00 AM;1,189;542;498;1,592;747;42;1,330;2,359;640;2,154;854;316
May 14, 2020;7:15 AM;1,191;544;531;1,409;988;42;1,334;2,382;734;2,156;1,019;307
May 14, 2020;7:30 AM;1,189;543;490;1,260;1,268;42;1,332;2,364;735;2,153;1,087;290
May 14, 2020;7:45 AM;1,189;533;425;1,136;1,574;42;1,333;2,367;755;2,160;1,132;278
May 14, 2020;8:00 AM;1,190;539;414;1,111;1,906;42;1,334;2,343;701;2,159;1,108;276
May 14, 2020;8:15 AM;1,191;525;394;1,183;2,242;42;1,332;2,326;694;2,157;974;277
May 14, 2020;8:30 AM;1,186;539;370;1,269;2,575;42;1,333;2,323;657;2,097;686;276
May 14, 2020;8:45 AM;1,188;552;362;1,284;2,943;42;1,332;2,321;715;2,054;524;276
May 14, 2020;9:00 AM;1,185;550;339;1,345;3,302;42;1,316;2,317;674;2,068;162;275
May 14, 2020;9:15 AM;1,181;546;331;1,373;3,570;42;1,314;2,307;656;2,074;171;270
May 14, 2020;9:30 AM;1,188;549;288;1,356;3,815;42;1,313;2,314;577;2,030;84;272
May 14, 2020;9:45 AM;1,182;548;279;1,304;4,067;42;1,313;2,267;575;2,033;75;273
May 14, 2020;10:00 AM;1,180;558;300;1,339;4,297;42;1,302;2,205;566;2,054;163;273
May 14, 2020;10:15 AM;1,179;520;302;1,373;4,474;42;1,295;2,204;637;2,090;89;276
May 14, 2020;10:30 AM;1,181;529;284;1,360;4,619;42;1,288;2,220;638;2,062;95;281
May 14, 2020;10:45 AM;1,180;528;268;1,311;4,725;42;1,288;2,230;637;2,002;85;281
May 14, 2020;11:00 AM;1,181;521;256;1,346;4,796;42;1,288;2,245;564;1,985;84;284
May 14, 2020;11:15 AM;1,180;523;263;1,353;4,874;42;1,288;2,238;563;1,964;105;285
May 14, 2020;11:30 AM;1,180;546;273;1,358;4,917;42;1,292;2,236;564;1,933;167;287
May 14, 2020;11:45 AM;1,179;522;267;1,287;4,888;42;1,292;2,180;636;1,938;135;292
May 14, 2020;12:00 PM;1,177;523;277;1,285;4,863;42;1,292;2,078;628;1,911;147;293
May 14, 2020;12:15 PM;1,179;523;262;1,319;4,842;40;1,292;2,036;633;1,889;117;293
May 14, 2020;12:30 PM;1,181;541;241;1,370;4,800;39;1,292;2,053;560;1,854;140;296
May 14, 2020;12:45 PM;1,183;544;241;1,414;4,759;41;1,292;2,013;565;1,861;125;302
May 14, 2020;1:00 PM;1,180;575;226;1,451;4,650;42;1,292;1,944;561;1,844;120;308
May 14, 2020;1:15 PM;1,183;533;221;1,454;4,642;42;1,291;1,881;633;1,863;83;314
May 14, 2020;1:30 PM;1,183;552;210;1,545;4,646;42;1,291;1,895;629;1,839;16;317
May 14, 2020;1:45 PM;1,181;561;201;1,598;4,648;42;1,291;1,867;619;1,820;11;318
May 14, 2020;2:00 PM;1,180;579;206;1,614;4,629;42;1,294;1,838;545;1,867;3;318
May 14, 2020;2:15 PM;1,188;578;207;1,631;4,563;42;1,295;1,820;547;1,872;3;317
May 14, 2020;2:30 PM;1,190;553;212;1,639;4,473;42;1,294;1,812;631;1,858;3;318
May 14, 2020;2:45 PM;1,191;569;209;1,679;4,413;42;1,295;1,796;632;1,859;3;317
May 14, 2020;3:00 PM;1,192;557;206;1,745;4,309;41;1,292;1,746;659;1,880;51;317
May 14, 2020;3:15 PM;1,193;523;209;1,779;4,236;41;1,292;1,758;656;1,878;72;317
May 14, 2020;3:30 PM;1,194;523;220;1,799;4,104;41;1,292;1,771;653;1,887;40;314
May 14, 2020;3:45 PM;1,195;529;215;1,815;3,909;41;1,292;1,809;652;1,899;64;316
May 14, 2020;4:00 PM;1,196;532;219;1,847;3,734;41;1,291;1,878;654;1,915;82;318
May 14, 2020;4:15 PM;1,197;527;220;1,857;3,551;41;1,291;1,895;652;1,918;82;319
May 14, 2020;4:30 PM;1,199;541;215;1,854;3,330;41;1,295;1,901;654;1,924;115;318
May 14, 2020;4:45 PM;1,197;546;210;1,846;3,148;41;1,298;1,963;657;1,925;171;317
May 14, 2020;5:00 PM;1,200;533;213;1,868;2,913;41;1,311;2,157;647;1,983;192;314
May 14, 2020;5:15 PM;1,198;526;200;1,829;2,681;41;1,313;2,244;639;1,968;151;315
May 14, 2020;5:30 PM;1,201;551;209;1,836;2,430;41;1,314;2,255;638;1,977;216;317
May 14, 2020;5:45 PM;1,199;549;216;1,784;2,166;41;1,326;2,261;631;2,003;336;318
May 14, 2020;6:00 PM;1,194;528;231;1,770;1,887;41;1,327;2,245;640;2,015;199;316
May 14, 2020;6:15 PM;1,196;535;240;1,726;1,600;41;1,328;2,251;638;2,015;500;315
May 14, 2020;6:30 PM;1,199;586;236;1,712;1,381;41;1,329;2,255;644;2,015;851;315
May 14, 2020;6:45 PM;1,203;614;230;1,705;1,140;41;1,328;2,262;657;2,043;1,043;313
May 14, 2020;7:00 PM;1,203;544;221;1,682;901;41;1,327;2,260;665;2,073;1,129;313
May 14, 2020;7:15 PM;1,201;568;224;1,654;704;41;1,327;2,264;668;2,091;1,162;311
May 14, 2020;7:30 PM;1,195;577;226;1,616;540;41;1,329;2,270;673;2,102;1,321;312
May 14, 2020;7:45 PM;1,193;593;234;1,610;386;41;1,329;2,263;670;2,114;1,388;313
May 14, 2020;8:00 PM;1,195;599;240;1,602;255;41;1,330;2,265;687;2,112;1,500;311
May 14, 2020;8:15 PM;1,198;595;236;1,582;151;41;1,331;2,265;744;2,110;1,433;311
May 14, 2020;8:30 PM;1,199;544;242;1,598;68;41;1,330;2,266;759;2,110;1,337;311
May 14, 2020;8:45 PM;1,200;543;248;1,657;22;41;1,331;2,261;770;2,118;1,295;310
May 14, 2020;9:00 PM;1,199;540;256;1,717;4;41;1,331;2,268;767;2,104;1,379;312
May 14, 2020;9:15 PM;1,199;536;258;1,787;1;41;1,330;2,262;764;2,107;1,256;312
May 14, 2020;9:30 PM;1,198;517;267;1,884;0;41;1,329;2,258;753;2,105;1,009;313
May 14, 2020;9:45 PM;1,195;509;272;2,004;0;41;1,329;2,262;761;2,098;800;313
May 14, 2020;10:00 PM;1,192;540;264;2,081;0;41;1,322;2,244;747;2,074;423;311
May 14, 2020;10:15 PM;1,190;539;257;2,170;0;41;1,315;2,236;744;2,069;301;312
May 14, 2020;10:30 PM;1,186;525;269;2,228;0;41;1,315;2,221;723;2,008;243;313
